Fusion Name	Gene 1 Symbol	Gene 2 Symbol
RPS12:SLC18B1	RPS12	SLC18B1
SNRPN:RPS12	SNRPN	RPS12
RPS12:CKB	RPS12	CKB
ENSG00000281021:GINM1	ENSG00000281021	GINM1
RPS4X:RPS4XP23	RPS4X	RPS4XP23
PSMB1:ENSG00000288970	PSMB1	ENSG00000288970
MEG3:NDUFA4	MEG3	NDUFA4
NDUFA4:ENSG00000237717	NDUFA4	ENSG00000237717
ENSG00000198580:ENSG00000228010	ENSG00000198580	ENSG00000228010
ENSG00000228010:ENSG00000198580	ENSG00000228010	ENSG00000198580
NDUFA4:ENO2	NDUFA4	ENO2
MT3:NDUFA4	MT3	NDUFA4
CALM1:NDUFA4	CALM1	NDUFA4
RPS13:NDUFA4	RPS13	NDUFA4
NDUFA4:CNTN1	NDUFA4	CNTN1
NDUFA4:RPS19	NDUFA4	RPS19
GARS1-DT:ENSG00000264520	GARS1-DT	ENSG00000264520
ELMO1:GALNT17	ELMO1	GALNT17
SFRP4:ENSG00000290149	SFRP4	ENSG00000290149
SEPTIN7:SEPTIN7P3	SEPTIN7	SEPTIN7P3
COA1:STK17A	COA1	STK17A
PPIA:UQCR10	PPIA	UQCR10
A2ML1-AS1:PPIA	A2ML1-AS1	PPIA
ATP5PD:KCTD2	ATP5PD	KCTD2
ENSG00000225537:ADCY1	ENSG00000225537	ADCY1
NUPR2:CHCHD2	NUPR2	CHCHD2
CNTN1:CHCHD2	CNTN1	CHCHD2
ENSG00000213642:ENSG00000235349	ENSG00000213642	ENSG00000235349
CHCHD2:MALAT1	CHCHD2	MALAT1
ENSG00000234185:ENSG00000229886	ENSG00000234185	ENSG00000229886
ENSG00000290832:PMS2P7	ENSG00000290832	PMS2P7
FKBP6:ENSG00000290951	FKBP6	ENSG00000290951
STAG3L2:ENSG00000289346	STAG3L2	ENSG00000289346
ENSG00000290951:FKBP6P2	ENSG00000290951	FKBP6P2
RHBDD2:HIP1	RHBDD2	HIP1
YWHAG:RPL13AP5	YWHAG	RPL13AP5
APTR:RSBN1L	APTR	RSBN1L
ENSG00000291121:SPDYE18	ENSG00000291121	SPDYE18
ENSG00000228113:SRI	ENSG00000228113	SRI
SERF2:ENSG00000275834	SERF2	ENSG00000275834
ATP5MF:NDUFC2	ATP5MF	NDUFC2
ENSG00000287631:PILRB	ENSG00000287631	PILRB
SLCO3A1:PILRA	SLCO3A1	PILRA
STAG3L5P:PILRB	STAG3L5P	PILRB
SLC12A9-AS1:SLC12A9	SLC12A9-AS1	SLC12A9
SPDYE6:POLR2J3	SPDYE6	POLR2J3
RASA4:ENSG00000270249	RASA4	ENSG00000270249
ORAI2:ENSG00000239480	ORAI2	ENSG00000239480
NAPEPLD:ENSG00000289956	NAPEPLD	ENSG00000289956
LINC01004:LHFPL3-AS2	LINC01004	LHFPL3-AS2
KMT2E-AS1:LINC01004	KMT2E-AS1	LINC01004
ENSG00000288881:NRF1	ENSG00000288881	NRF1
COPG2:COPG2IT1	COPG2	COPG2IT1
LINC00513:COPG2	LINC00513	COPG2
ENSG00000240571:TMEM209	ENSG00000240571	TMEM209
ENSG00000283041:MALAT1	ENSG00000283041	MALAT1
NDUFB2:RPS29	NDUFB2	RPS29
TPT1:ENSG00000231931	TPT1	ENSG00000231931
ENSG00000241449:ENSG00000224016	ENSG00000241449	ENSG00000224016
RBM33-DT:CNPY1	RBM33-DT	CNPY1
ENSG00000227365:ENSG00000283128	ENSG00000227365	ENSG00000283128
ENSG00000253896:ZNF596	ENSG00000253896	ZNF596
FBXO25:TDRP	FBXO25	TDRP
MSRA:MIR124-1HG	MSRA	MIR124-1HG
LINC00612:LINC00987	LINC00612	LINC00987
XPO7:NPM2	XPO7	NPM2
FTH1:CLU	FTH1	CLU
STX16:DCTN6-DT	STX16	DCTN6-DT
DCTN6:HSPA8P11	DCTN6	HSPA8P11
BAG4:ENSG00000248585	BAG4	ENSG00000248585
ENSG00000280441:STMN2	ENSG00000280441	STMN2
STMN2:TCEAL3	STMN2	TCEAL3
CFAP418-AS1:ZNF730	CFAP418-AS1	ZNF730
RPL30:RPL30-AS1	RPL30	RPL30-AS1
COX6C:VPS13B	COX6C	VPS13B
LINC01151:ENSG00000263443	LINC01151	ENSG00000263443
CKAP2:EEF1D	CKAP2	EEF1D
TIGD5:EEF1D	TIGD5	EEF1D
TONSL:VPS28	TONSL	VPS28
SPATA6L:SLC1A1	SPATA6L	SLC1A1
SPG11:PPP1R16A	SPG11	PPP1R16A
ZNF252P-AS1:ZNF252P	ZNF252P-AS1	ZNF252P
RPS6:RPL23A	RPS6	RPL23A
SELENOW:RPS6	SELENOW	RPS6
SMU1:APTX	SMU1	APTX
ENSG00000228352:DCAF12	ENSG00000228352	DCAF12
RIGI:ACO1	RIGI	ACO1
ENSG00000230074:ENSG00000288583	ENSG00000230074	ENSG00000288583
MALAT1:PRSS3	MALAT1	PRSS3
SPATA31F3:DNAJB5	SPATA31F3	DNAJB5
ZBTB5:GRHPR	ZBTB5	GRHPR
ENSG00000284116:ENSG00000237846	ENSG00000284116	ENSG00000237846
ENSG00000293304:ENSG00000274893	ENSG00000293304	ENSG00000274893
FGF7P4:ENSG00000291170	FGF7P4	ENSG00000291170
FLJ43315:ENSG00000288694	FLJ43315	ENSG00000288694
ENSG00000165121:ENSG00000289214	ENSG00000165121	ENSG00000289214
ENSG00000288271:ENSG00000291168	ENSG00000288271	ENSG00000291168
AUH:LINC02937	AUH	LINC02937
PTPDC1:ENSG00000286834	PTPDC1	ENSG00000286834
SECISBP2:SEMA4D	SECISBP2	SEMA4D
TMOD1:TSTD2	TMOD1	TSTD2
TMEM246-AS1:PGAP4	TMEM246-AS1	PGAP4
ENSG00000235204:NEK6	ENSG00000235204	NEK6
SLC2A8:ZNF79	SLC2A8	ZNF79
RPL12:ENO2	RPL12	ENO2
SH2D3C:ENSG00000286196	SH2D3C	ENSG00000286196
DPM2:PIP5KL1	DPM2	PIP5KL1
STXBP1:CFAP157	STXBP1	CFAP157
DNM1:CIZ1	DNM1	CIZ1
LRRC8A:SH3GLB2	LRRC8A	SH3GLB2
LRRC8A:MIGA2	LRRC8A	MIGA2
RPL7A:RPL7AP3	RPL7A	RPL7AP3
RPL7A:RPL19	RPL7A	RPL19
PHPT1:AJM1	PHPT1	AJM1
CCDC183:ENSG00000273066	CCDC183	ENSG00000273066
RPS13:PTGDS	RPS13	PTGDS
ABCA2:PTGDS	ABCA2	PTGDS
FNBP1:GPR107	FNBP1	GPR107
RPS11:PTGDS	RPS11	PTGDS
PLXDC2:ENSG00000285852	PLXDC2	ENSG00000285852
ENSG00000291065:SLC9B1P4	ENSG00000291065	SLC9B1P4
AGAP6:ENSG00000285803	AGAP6	ENSG00000285803
ENSG00000254929:ENSG00000289444	ENSG00000254929	ENSG00000289444
BMS1P2:AGAP9	BMS1P2	AGAP9
SAR1A:AIFM2	SAR1A	AIFM2
PSAP:ENO2	PSAP	ENO2
Y_RNA:ANAPC16	Y_RNA	ANAPC16
BMS1P4-AGAP5:ENSG00000272140	BMS1P4-AGAP5	ENSG00000272140
RPS24:TMSB4X	RPS24	TMSB4X
ENSG00000267558:RPS24	ENSG00000267558	RPS24
MALAT1:RPS24	MALAT1	RPS24
RPS24:TUBA1A	RPS24	TUBA1A
LIPA:IFIT2	LIPA	IFIT2
MALAT1:RPL13AP5	MALAT1	RPL13AP5
UBTD1:MMS19	UBTD1	MMS19
ENTPD7:ENSG00000285932	ENTPD7	ENSG00000285932
NDUFB8:SUMO2	NDUFB8	SUMO2
CUTC:COX15	CUTC	COX15
POLL:DPCD	POLL	DPCD
MFSD13A:SUFU	MFSD13A	SUFU
PRDX5:BORCS7	PRDX5	BORCS7
BORCS7-ASMT:BORCS7	BORCS7-ASMT	BORCS7
ENSG00000273108:SH3PXD2A	ENSG00000273108	SH3PXD2A
SH3PXD2A:ENSG00000287419	SH3PXD2A	ENSG00000287419
ATP5MK:MALAT1	ATP5MK	MALAT1
RPL21P16:SELENOW	RPL21P16	SELENOW
FTH1:RPL21P16	FTH1	RPL21P16
ENO2:RPL21P16	ENO2	RPL21P16
RPL26:RPL21P16	RPL26	RPL21P16
RPL21P16:FAU	RPL21P16	FAU
BCCIP:DHX32	BCCIP	DHX32
ENSG00000273590:BNIP3	ENSG00000273590	BNIP3
MTG1:SPRN	MTG1	SPRN
ENSG00000255237:PTDSS2	ENSG00000255237	PTDSS2
ENSG00000289997:ENSG00000254739	ENSG00000289997	ENSG00000254739
PAOX:MTG1	PAOX	MTG1
PHRF1:DEAF1	PHRF1	DEAF1
ENSG00000288033:RNH1	ENSG00000288033	RNH1
CD81-AS1:ENSG00000293274	CD81-AS1	ENSG00000293274
KRTAP5-AS1:KRTAP5-1	KRTAP5-AS1	KRTAP5-1
HBB:S100B	HBB	S100B
ENSG00000254400:RRP8	ENSG00000254400	RRP8
RNF141:AMPD3	RNF141	AMPD3
HEXD:GALNT18	HEXD	GALNT18
SPON1-AS1:SPON1	SPON1-AS1	SPON1
RPS25:RPL36AP37	RPS25	RPL36AP37
RPL36AP37:FTH1	RPL36AP37	FTH1
PEBP1:RPS13	PEBP1	RPS13
PIK3C2A:RPS13	PIK3C2A	RPS13
RPS13:SERF2	RPS13	SERF2
RPS13:RPS3	RPS13	RPS3
PIGCP1:CSTF3	PIGCP1	CSTF3
DCAF7:MAP3K3	DCAF7	MAP3K3
CSTF3:PIGCP1	CSTF3	PIGCP1
LDLRAD3:ENSG00000280321	LDLRAD3	ENSG00000280321
TP53I11:TSPAN18	TP53I11	TSPAN18
ARFGAP2:ENSG00000255520	ARFGAP2	ENSG00000255520
EML3:ENSG00000254964	EML3	ENSG00000254964
LBHD1:B3GAT3	LBHD1	B3GAT3
ENSG00000256116:TRPT1	ENSG00000256116	TRPT1
CALCOCO1:HOXC	CALCOCO1	HOXC
MIF:FAU	MIF	FAU
ENO2:FAU	ENO2	FAU
MALAT1:FAU	MALAT1	FAU
DPF2:TIGD3	DPF2	TIGD3
MALAT1:RPL18AP3	MALAT1	RPL18AP3
MALAT1:NDUFA6	MALAT1	NDUFA6
MALAT1:NDRG2	MALAT1	NDRG2
GNAS:MALAT1	GNAS	MALAT1
S100B:MALAT1	S100B	MALAT1
MOAP1:MALAT1	MOAP1	MALAT1
RPL17:MALAT1	RPL17	MALAT1
DCXR:MALAT1	DCXR	MALAT1
ATP5PF:MALAT1	ATP5PF	MALAT1
MALAT1:ARK2N	MALAT1	ARK2N
MALAT1:HSP90AA1	MALAT1	HSP90AA1
TPI1:MALAT1	TPI1	MALAT1
MALAT1:ATP5F1B	MALAT1	ATP5F1B
COX6A1:MALAT1	COX6A1	MALAT1
UXT:MALAT1	UXT	MALAT1
RSRC2:MALAT1	RSRC2	MALAT1
MALAT1:PCSK1N	MALAT1	PCSK1N
SRP14:MALAT1	SRP14	MALAT1
ENSG00000293016:MALAT1	ENSG00000293016	MALAT1
MALAT1:ZFAS1	MALAT1	ZFAS1
MALAT1:RPL27	MALAT1	RPL27
TPT1:MALAT1	TPT1	MALAT1
MALAT1:TSNAXIP1	MALAT1	TSNAXIP1
PVALB:MALAT1	PVALB	MALAT1
MALAT1:ABAT	MALAT1	ABAT
BRMS1:RIN1	BRMS1	RIN1
B4GAT1-DT:SLC29A2	B4GAT1-DT	SLC29A2
MRGPRF:MRGPRF-AS1	MRGPRF	MRGPRF-AS1
MRGPRF-AS1:MRGPRF	MRGPRF-AS1	MRGPRF
PPFIA1:CTTN-DT	PPFIA1	CTTN-DT
RPS3:RPS3P1	RPS3	RPS3P1
ENSG00000254675:NDUFC2-KCTD14	ENSG00000254675	NDUFC2-KCTD14
MAP6:GDPD5	MAP6	GDPD5
CRYAB:TPT1	CRYAB	TPT1
ENSG00000255292:SDHD	ENSG00000255292	SDHD
ENSG00000254909:CENATAC	ENSG00000254909	CENATAC
RPS11:RPS25	RPS11	RPS25
KMT2A:TTC36	KMT2A	TTC36
RPS25:ENSG00000293594	RPS25	ENSG00000293594
VPS11-DT:ENSG00000271751	VPS11-DT	ENSG00000271751
HYOU1:ENSG00000269968	HYOU1	ENSG00000269968
FOXRED1:DCPS	FOXRED1	DCPS
FLI1:ENSG00000245008	FLI1	ENSG00000245008
ZBTB44-DT:ZBTB44	ZBTB44-DT	ZBTB44
LINC02731:JAM3	LINC02731	JAM3
THYN1:ACAD8	THYN1	ACAD8
IQSEC3:IQSEC3-AS1	IQSEC3	IQSEC3-AS1
ERC1:WDR83	ERC1	WDR83
GAPDH:CALM1	GAPDH	CALM1
NCAPD2:GAPDH	NCAPD2	GAPDH
GAPDH:ENO2	GAPDH	ENO2
ACTG1:GAPDH	ACTG1	GAPDH
GAPDH:ENSG00000293594	GAPDH	ENSG00000293594
ENO2:RPL13	ENO2	RPL13
ENO2:RPS5	ENO2	RPS5
RPS29:ENO2	RPS29	ENO2
ENSG00000293320:ENO2	ENSG00000293320	ENO2
ENO2:RPS15A	ENO2	RPS15A
SELENOW:ENO2	SELENOW	ENO2
ENO2:CAMKK2	ENO2	CAMKK2
ENSG00000288043:SLC2A3	ENSG00000288043	SLC2A3
ALG1L10P:LINC02449	ALG1L10P	LINC02449
ENSG00000275778:ENSG00000293285	ENSG00000275778	ENSG00000293285
ENSG00000272369:SLC38A4-AS1	ENSG00000272369	SLC38A4-AS1
CCDC65:ARF3	CCDC65	ARF3
ENSG00000258068:PRICKLE1	ENSG00000258068	PRICKLE1
RPL23:TUBA1A	RPL23	TUBA1A
GPD1:COX14	GPD1	COX14
CSAD:ZNF740	CSAD	ZNF740
HOXC:CALCOCO1	HOXC	CALCOCO1
ENSG00000257449:IKZF4	ENSG00000257449	IKZF4
CNPY2:ENSG00000144785	CNPY2	ENSG00000144785
CNPY2:CS	CNPY2	CS
ENSG00000258830:STAC3	ENSG00000258830	STAC3
ENSG00000258830:NDUFA4L2	ENSG00000258830	NDUFA4L2
NRSN2-AS1:NRSN2	NRSN2-AS1	NRSN2
NUP107:SLC35E3	NUP107	SLC35E3
ATXN7L3B:ENSG00000257386	ATXN7L3B	ENSG00000257386
ENSG00000257910:CSRP2	ENSG00000257910	CSRP2
ENSG00000258216:ATP2B1	ENSG00000258216	ATP2B1
ATP2B1-AS1:ENSG00000258216	ATP2B1-AS1	ENSG00000258216
ENSG00000289510:METAP2	ENSG00000289510	METAP2
VEZT:ENSG00000289476	VEZT	ENSG00000289476
TPT1:ENSG00000257732	TPT1	ENSG00000257732
ECI1:SVOP	ECI1	SVOP
FAM216A:VPS29	FAM216A	VPS29
PLBD2:SLC8B1	PLBD2	SLC8B1
TMEM120B:RHOF	TMEM120B	RHOF
KDM2B-DT:KDM2B	KDM2B-DT	KDM2B
RHOF:TMEM120B	RHOF	TMEM120B
ENSG00000256950:PSMD9	ENSG00000256950	PSMD9
ENSG00000256861:B3GNT4	ENSG00000256861	B3GNT4
ENSG00000284934:DIABLO	ENSG00000284934	DIABLO
CCDC92:ENSG00000270061	CCDC92	ENSG00000270061
ZNF891:ENSG00000256825	ZNF891	ENSG00000256825
ENSG00000279700:FBRSL1	ENSG00000279700	FBRSL1
IFT88:CRYL1	IFT88	CRYL1
IL17D:EEF1AKMT1	IL17D	EEF1AKMT1
CYP51A1P2:SLC46A3	CYP51A1P2	SLC46A3
STARD13:ENSG00000277386	STARD13	ENSG00000277386
SPRYD7:TRIM13	SPRYD7	TRIM13
FBXL3:CLN5	FBXL3	CLN5
CDC16:UPF3A	CDC16	UPF3A
BCL2L2:PPP1R3E	BCL2L2	PPP1R3E
ZFHX2:THTPA	ZFHX2	THTPA
ENSG00000288820:ENSG00000276698	ENSG00000288820	ENSG00000276698
ENSG00000260669:ENSG00000278784	ENSG00000260669	ENSG00000278784
HEATR5A-DT:NUBPL	HEATR5A-DT	NUBPL
SPTSSA:EGLN3	SPTSSA	EGLN3
PLLP:HEATR5A-DT	PLLP	HEATR5A-DT
PPP2R3C:FAM177A1	PPP2R3C	FAM177A1
BRMS1L:ENSG00000258342	BRMS1L	ENSG00000258342
ENSG00000258342:BRMS1L	ENSG00000258342	BRMS1L
FKBP1BP1:LRFN5	FKBP1BP1	LRFN5
RPS29:CALM1	RPS29	CALM1
KLHDC2:NEMF	KLHDC2	NEMF
VCPKMT:LINC01588	VCPKMT	LINC01588
ENSG00000287156:BMP4	ENSG00000287156	BMP4
PSMA3-AS1:ARMH4	PSMA3-AS1	ARMH4
RTN1:COX7B	RTN1	COX7B
SELENOW:RTN1	SELENOW	RTN1
BMERB1:RTN1	BMERB1	RTN1
ARG2:ENSG00000286861	ARG2	ENSG00000286861
VTI1B:ENSG00000258466	VTI1B	ENSG00000258466
ENSG00000286861:ARG2	ENSG00000286861	ARG2
ENSG00000258603:ENSG00000279026	ENSG00000258603	ENSG00000279026
ENSG00000258891:ZNF410	ENSG00000258891	ZNF410
ACYP1:MLH3	ACYP1	MLH3
FOXN3:RPS6KL1	FOXN3	RPS6KL1
ENSG00000286686:ENSG00000284959	ENSG00000286686	ENSG00000284959
SPATA7:ZC3H14	SPATA7	ZC3H14
RPL27:CALM1	RPL27	CALM1
NEK9:ZC2HC1C	NEK9	ZC2HC1C
CALM1:RPL38	CALM1	RPL38
CALM1:RPL4	CALM1	RPL4
ENSG00000259066:GON7	ENSG00000259066	GON7
NDUFB1:ATXN3	NDUFB1	ATXN3
MEG3:ANKRD12	MEG3	ANKRD12
ATXN3:NDUFB1	ATXN3	NDUFB1
RPL17:MEG3	RPL17	MEG3
EVL:DEGS2	EVL	DEGS2
PPP2R5C:DYNC1H1	PPP2R5C	DYNC1H1
MARK3:GPI	MARK3	GPI
HERC2P2:HERC2P9	HERC2P2	HERC2P9
ENSG00000274253:ENSG00000291163	ENSG00000274253	ENSG00000291163
ENSG00000291163:ENSG00000274253	ENSG00000291163	ENSG00000274253
WHAMMP4:ENSG00000270055	WHAMMP4	ENSG00000270055
EMC7:AVEN	EMC7	AVEN
SCG5:GREM1	SCG5	GREM1
SPTBN5:JMJD7	SPTBN5	JMJD7
PPIP5K1:TP53BP1	PPIP5K1	TP53BP1
CKMT1B:STRCP1	CKMT1B	STRCP1
RNU6-353P:CATSPER2P1	RNU6-353P	CATSPER2P1
DUOX1:ENSG00000259539	DUOX1	ENSG00000259539
SHF:ENSG00000259519	SHF	ENSG00000259519
GNB5:ENSG00000259709	GNB5	ENSG00000259709
CCPG1:ENSG00000277548	CCPG1	ENSG00000277548
ENSG00000259635:OAZ2	ENSG00000259635	OAZ2
ANKDD1A:SPG21	ANKDD1A	SPG21
ENSG00000259351:DAPK2	ENSG00000259351	DAPK2
PLEKHO2:ANKDD1A	PLEKHO2	ANKDD1A
RPL4:ENSG00000287950	RPL4	ENSG00000287950
ENSG00000259422:TMEM266	ENSG00000259422	TMEM266
HEXA:ENSG00000260729	HEXA	ENSG00000260729
COMMD4:NEIL1	COMMD4	NEIL1
ENSG00000286813:MTHFS	ENSG00000286813	MTHFS
ENSG00000293320:RPS11	ENSG00000293320	RPS11
TMSB4X:ENSG00000293320	TMSB4X	ENSG00000293320
ENSG00000259805:RAMAC	ENSG00000259805	RAMAC
HOMER2:ENSG00000259805	HOMER2	ENSG00000259805
ENSG00000260608:ENSG00000259767	ENSG00000260608	ENSG00000259767
C15orf40:ENSG00000259805	C15orf40	ENSG00000259805
ACTG1P17:ENSG00000259442	ACTG1P17	ENSG00000259442
UBE2Q2P1:ENSG00000259244	UBE2Q2P1	ENSG00000259244
UBE2Q2P16:CSPG4P11	UBE2Q2P16	CSPG4P11
ENSG00000261407:ABHD2	ENSG00000261407	ABHD2
ENSG00000260337:ENSG00000271763	ENSG00000260337	ENSG00000271763
NPRL3:ENSG00000228779	NPRL3	ENSG00000228779
LUC7L:HBA1	LUC7L	HBA1
ENSG00000261659:METRN	ENSG00000261659	METRN
GNPTG:ENSG00000260425	GNPTG	ENSG00000260425
GFER:NOXO1	GFER	NOXO1
SNHG19:RAB26	SNHG19	RAB26
ECI1-AS1:RNPS1	ECI1-AS1	RNPS1
ENSG00000274367:ENSG00000289281	ENSG00000274367	ENSG00000289281
ENSG00000274367:PKMYT1	ENSG00000274367	PKMYT1
ENSG00000262482:FLYWCH1	ENSG00000262482	FLYWCH1
ENSG00000263011:ZNF213-AS1	ENSG00000263011	ZNF213-AS1
PKD1P3:NPIPA1	PKD1P3	NPIPA1
NPIPA5:ENSG00000261130	NPIPA5	ENSG00000261130
PLA2G10GP:ENSG00000261130	PLA2G10GP	ENSG00000261130
MARF1:BMERB1	MARF1	BMERB1
RPS15:ENSG00000268798	RPS15	ENSG00000268798
TMC7:SMG1	TMC7	SMG1
NPIPB4:NPIPB3	NPIPB4	NPIPB3
CDR2:MFSD13B	CDR2	MFSD13B
MFSD13B:CDR2	MFSD13B	CDR2
EEF2K:SMG1P1	EEF2K	SMG1P1
RRN3P3:CDR2	RRN3P3	CDR2
NPIPB5:NPIPB13	NPIPB5	NPIPB13
NPIPB5:NPIPB12	NPIPB5	NPIPB12
NDUFAB1:RPS11	NDUFAB1	RPS11
COG7:RN7SKP23	COG7	RN7SKP23
ENSG00000283662:SBK1	ENSG00000283662	SBK1
ENSG00000289754:SGF29	ENSG00000289754	SGF29
NPIPB6:ENSG00000271623	NPIPB6	ENSG00000271623
EIF3C:PLA2G10DP	EIF3C	PLA2G10DP
SULT1A4:ENSG00000288632	SULT1A4	ENSG00000288632
PAGR1:MVP-DT	PAGR1	MVP-DT
ITGAL:ENSG00000261346	ITGAL	ENSG00000261346
ENSG00000232748:ENSG00000278133	ENSG00000232748	ENSG00000278133
ENSG00000261369:ITFG1	ENSG00000261369	ITFG1
ENSG00000279523:GNAO1-DT	ENSG00000279523	GNAO1-DT
GNAO1-DT:ENSG00000260041	GNAO1-DT	ENSG00000260041
ENSG00000285979:PSME3IP1	ENSG00000285979	PSME3IP1
CIAPIN1:CCL17	CIAPIN1	CCL17
RANBP10:GFOD2	RANBP10	GFOD2
CENPT:THAP11	CENPT	THAP11
ENSG00000259992:GABARAPL2	ENSG00000259992	GABARAPL2
ENSG00000286841:ENSG00000260983	ENSG00000286841	ENSG00000260983
SYCE1L:ENSG00000261063	SYCE1L	ENSG00000261063
ENSG00000261537:WWOX	ENSG00000261537	WWOX
GSE1:GINS2	GSE1	GINS2
COX6B1:COX4I1	COX6B1	COX4I1
ZC3H18:CYBA	ZC3H18	CYBA
VPS9D1:VPS9D1-AS1	VPS9D1	VPS9D1-AS1
ENSG00000280136:LINC02887	ENSG00000280136	LINC02887
GLOD4:VPS53	GLOD4	VPS53
ENSG00000262133:VPS53	ENSG00000262133	VPS53
SCARF1:WDR81	SCARF1	WDR81
METTL16:SGSM2	METTL16	SGSM2
RN7SL608P:PAFAH1B1	RN7SL608P	PAFAH1B1
CYB5D2:ANKFY1	CYB5D2	ANKFY1
CAMTA2:ENSG00000262227	CAMTA2	ENSG00000262227
RABEP1:NUP88	RABEP1	NUP88
ZNF594-DT:SCIMP	ZNF594-DT	SCIMP
NLGN2:TMEM256	NLGN2	TMEM256
TMEM256:TMEM256-PLSCR3	TMEM256	TMEM256-PLSCR3
TMEM107:ENSG00000266824	TMEM107	ENSG00000266824
NDEL1:MYH10	NDEL1	MYH10
RPL27:UBB	RPL27	UBB
ENSG00000264187:FLCN	ENSG00000264187	FLCN
TBC1D28:CCDC144BP	TBC1D28	CCDC144BP
CCDC144CP:ENSG00000293206	CCDC144CP	ENSG00000293206
ENSG00000232344:DRC3	ENSG00000232344	DRC3
ALDOC:RNF112	ALDOC	RNF112
IFT20:TMEM97	IFT20	TMEM97
FTL:ALDOC	FTL	ALDOC
PROCA1:ALDOC	PROCA1	ALDOC
ENSG00000258472:SPAG5-AS1	ENSG00000258472	SPAG5-AS1
CRLF3:ENSG00000266490	CRLF3	ENSG00000266490
DHRS13:FLOT2	DHRS13	FLOT2
CRLF3:ENSG00000276250	CRLF3	ENSG00000276250
RFFL:SNAP29	RFFL	SNAP29
ENSG00000274756:GGNBP2	ENSG00000274756	GGNBP2
TADA2A:ENSG00000273965	TADA2A	ENSG00000273965
ENSG00000275532:ENSG00000277969	ENSG00000275532	ENSG00000277969
PCGF2:PSMB3	PCGF2	PSMB3
RAD51D:RFFL	RAD51D	RFFL
BRCA1:RND2	BRCA1	RND2
GPATCH8:FAM171A2	GPATCH8	FAM171A2
MAPT:PLEKHM1	MAPT	PLEKHM1
PLEKHM1:MAPT	PLEKHM1	MAPT
ENSG00000291175:MAPT	ENSG00000291175	MAPT
LRRC37A4P:ARL17A	LRRC37A4P	ARL17A
ENSG00000266601:SP2-AS1	ENSG00000266601	SP2-AS1
SP2-AS1:ENSG00000266601	SP2-AS1	ENSG00000266601
SNF8:ENSG00000230532	SNF8	ENSG00000230532
SNF8:ENSG00000289021	SNF8	ENSG00000289021
HOXB:CACNA1G-AS1	HOXB	CACNA1G-AS1
MBTD1:ENSG00000279089	MBTD1	ENSG00000279089
TSPOAP1:TSPOAP1-AS1	TSPOAP1	TSPOAP1-AS1
ENSG00000291117:ARHGAP27P1-BPTFP1-KPNA2P3	ENSG00000291117	ARHGAP27P1-BPTFP1-KPNA2P3
ENSG00000267009:ARSG	ENSG00000267009	ARSG
VCF1:COG1	VCF1	COG1
PRPSAP1:QRICH2	PRPSAP1	QRICH2
MFSD11:ENSG00000287836	MFSD11	ENSG00000287836
LINC01993:AFMID	LINC01993	AFMID
ANAPC11:NPB	ANAPC11	NPB
OGFOD3:HEXD	OGFOD3	HEXD
DLGAP1:DLGAP1-AS2	DLGAP1	DLGAP1-AS2
ST8SIA5-DT:ST8SIA5	ST8SIA5-DT	ST8SIA5
ST8SIA5:ST8SIA5-DT	ST8SIA5	ST8SIA5-DT
ENSG00000267764:CTIF	ENSG00000267764	CTIF
RPL17:ENSG00000265496	RPL17	ENSG00000265496
ENSG00000263916:RPL17-C18orf32	ENSG00000263916	RPL17-C18orf32
ENSG00000267699:ENSG00000289868	ENSG00000267699	ENSG00000289868
RBFA:ENSG00000267127	RBFA	ENSG00000267127
RPS15P9:RPS15	RPS15P9	RPS15
REXO1:ENSG00000267244	REXO1	ENSG00000267244
DOT1L:ENSG00000273734	DOT1L	ENSG00000273734
SCAMP4:CSNK1G2	SCAMP4	CSNK1G2
UQCR11:MBD3	UQCR11	MBD3
FZR1:MFSD12-AS1	FZR1	MFSD12-AS1
FZR1:MFSD12	FZR1	MFSD12
ENSG00000267262:RFX2	ENSG00000267262	RFX2
ZNF738:ILF3-DT	ZNF738	ILF3-DT
ENSG00000291101:ENSG00000268870	ENSG00000291101	ENSG00000268870
ENSG00000267179:ENSG00000267274	ENSG00000267179	ENSG00000267274
GET3:FBXW9	GET3	FBXW9
FBXW9:ENSG00000268945	FBXW9	ENSG00000268945
SYCE2:GCDH	SYCE2	GCDH
CALR:HOOK2	CALR	HOOK2
ENSG00000267424:RTBDN	ENSG00000267424	RTBDN
GADD45GIP1:NFIX	GADD45GIP1	NFIX
CALR:DAND5	CALR	DAND5
ADGRL1:ADGRL1-AS1	ADGRL1	ADGRL1-AS1
MRI1:ZSWIM4	MRI1	ZSWIM4
ENSG00000290008:ENSG00000270802	ENSG00000290008	ENSG00000270802
ENSG00000268790:ENSG00000267904	ENSG00000268790	ENSG00000267904
SUGP2:UPF1	SUGP2	UPF1
SUGP1:BORCS8	SUGP1	BORCS8
ENSG00000284428:ENSG00000293107	ENSG00000284428	ENSG00000293107
VSTM2B:VSTM2B-DT	VSTM2B	VSTM2B-DT
HPN:HPN-AS1	HPN	HPN-AS1
BEX1:COX6B1	BEX1	COX6B1
POLR2I:OVOL3	POLR2I	OVOL3
ZNF793-AS1:ZNF793	ZNF793-AS1	ZNF793
ENSG00000267682:ZNF875	ENSG00000267682	ZNF875
RINL:LGALS4	RINL	LGALS4
GMFG:LRFN1	GMFG	LRFN1
